
0,150,222
0,150,222
0,151,222
0,152,222
0,153,221
0,153,221
0,154,221
0,155,220
0,156,220
0,157,220
0,158,220
0,159,220
0,160,220
0,161,220
0,162,220
0,163,220
0,164,219
0,165,219
0,166,219
0,167,218
0,168,218
0,169,218
0,170,218
0,171,218
0,172,218
0,173,218
0,174,218
0,175,218
0,176,217
0,177,217
0,178,217
0,179,216
0,180,216
0,181,216
0,182,216
0,183,216
0,184,216
0,185,216
0,187,216
0,188,216
0,189,215
0,190,215
0,191,215
0,192,214
0,193,214
0,194,214
0,195,214
0,196,214
0,197,214
0,198,214
0,199,214
0,200,214
0,201,213
0,202,213
0,203,213
0,204,212
0,204,212
0,205,212
0,206,212
0,207,212
0,208,212
0,209,212
0,210,212
0,211,212
0,212,211
0,213,211
0,215,211
0,216,210
0,217,210
0,218,210
0,219,210
0,220,210
0,221,210
0,221,210
0,222,210
0,223,210
0,224,209
0,225,209
0,226,209
0,227,208
0,228,208
0,229,208
0,230,208
0,231,208
0,232,208
0,233,208
0,234,208
0,235,208
0,236,208
0,237,207
0,238,206
0,238,204
1,238,203
1,238,202
2,238,201
3,238,200
4,238,199
5,238,198
6,238,197
7,238,195
7,238,194
8,238,193
9,238,192
10,238,191
11,238,189
12,238,188
13,238,186
14,238,184
15,238,182
16,238,181
17,238,180
18,238,179
18,238,178
19,238,177
20,238,176
21,238,175
22,238,173
23,238,172
24,238,171
25,238,169
25,238,168
26,238,167
27,238,166
27,238,165
28,238,164
29,238,163
30,238,162
31,238,161
32,238,159
33,238,158
34,238,157
35,238,155
35,238,154
36,238,153
37,238,152
38,238,150
38,238,149
39,238,148
40,238,147
40,238,145
41,238,144
42,238,143
43,238,142
44,238,140
45,238,139
46,238,138
47,238,137
48,238,135
48,238,134
49,238,133
50,238,132
51,238,131
52,238,129
53,238,128
54,238,127
55,238,125
55,238,124
56,238,123
57,238,122
57,238,121
58,238,120
59,238,119
60,238,118
60,238,116
61,238,114
62,238,113
63,238,112
64,238,110
66,238,109
67,238,108
68,238,107
69,238,106
70,238,104
71,238,103
72,238,102
72,238,101
73,238,99
74,238,98
75,238,97
75,238,96
76,238,94
77,238,93
78,238,92
78,238,91
79,238,89
80,238,88
81,238,87
81,238,86
82,238,85
83,238,84
84,238,83
85,238,82
86,238,80
87,238,79
88,238,78
89,238,77
90,238,75
91,238,74
92,238,73
92,238,72
93,238,70
94,238,69
95,238,68
95,238,67
96,238,65
97,238,64
98,238,63
98,238,62
99,238,61
100,238,60
101,238,59
102,238,57
103,238,56
104,238,54
105,238,53
105,238,52
106,238,50
107,238,49
107,238,48
108,238,47
109,238,46
110,238,45
111,238,44
112,238,43
113,238,41
114,238,40
115,238,39
115,238,38
116,238,37
117,238,35
118,238,34
119,238,32
120,238,31
121,238,29
122,238,28
122,238,27
123,238,25
124,238,24
125,238,23
126,238,22
127,238,21
128,238,19
129,238,18
129,238,17
130,238,16
131,238,14
132,238,13
133,238,12
134,238,10
135,238,9
136,238,8
136,238,7
137,238,6
138,238,5
138,238,4
139,238,3
140,238,1
141,238,0
142,238,0
143,238,0
144,239,0
145,239,0
146,239,0
147,239,0
148,240,0
149,240,0
150,240,0
151,240,0
152,241,0
153,241,0
153,241,0
154,241,0
155,242,0
156,242,0
156,242,0
157,242,0
158,243,0
160,243,0
161,243,0
162,243,0
163,244,0
165,244,0
165,244,0
166,244,0
167,245,0
168,245,0
168,245,0
169,245,0
171,245,0
172,245,0
173,245,0
174,245,0
175,245,0
176,246,0
176,246,0
178,247,0
179,247,0
180,248,0
180,248,0
182,248,0
183,248,0
184,248,0
184,248,0
185,248,0
187,249,0
188,249,0
188,249,0
189,249,0
191,250,0
192,250,0
192,250,0
194,250,0
195,251,0
196,251,0
196,251,0
197,251,0
198,252,0
199,252,0
199,252,0
200,252,0
201,252,0
203,253,0
203,253,0
204,254,0
206,254,0
207,255,0
207,255,0
208,255,0
210,255,0
211,255,0
211,255,0
212,255,0
213,255,0
215,255,0
215,255,0
216,255,0
217,255,0
218,255,0
219,255,0
220,255,0
222,255,0
223,255,0
223,255,0
224,255,0
225,255,0
226,255,0
226,255,0
227,255,0
228,255,0
229,255,0
230,255,0
231,255,0
232,255,0
233,255,0
234,255,0
235,255,0
236,255,0
237,255,0
238,255,0
239,255,0
240,255,0
241,255,0
242,255,0
244,255,0
245,255,0
246,255,0
247,255,0
248,255,0
249,255,0
250,255,0
250,255,0
251,255,0
252,255,0
254,255,0
254,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,255,0
255,254,0
255,254,0
255,253,0
255,252,0
255,251,0
255,251,0
255,250,0
255,249,0
255,248,0
255,247,0
255,247,0
255,246,0
255,246,0
255,245,0
255,245,0
255,244,0
255,244,0
255,243,0
255,243,0
255,242,0
255,242,0
255,241,0
255,241,0
255,240,0
255,240,0
255,239,0
255,239,0
255,239,0
255,238,0
255,238,0
255,237,0
255,236,0
255,235,0
255,235,0
255,234,0
255,233,0
255,233,0
255,232,0
255,232,0
255,232,0
255,231,0
255,230,0
255,230,0
255,230,0
255,229,0
255,229,0
255,228,0
255,227,0
255,226,0
255,226,0
255,225,0
255,224,0
255,224,0
255,223,0
255,223,0
255,223,0
255,222,0
255,221,0
255,221,0
255,221,0
255,220,0
255,219,0
255,219,0
255,219,0
255,218,0
255,218,0
255,217,0
255,216,0
255,216,0
255,215,0
255,214,0
255,213,0
255,212,0
255,212,0
255,211,0
255,210,0
255,210,0
255,209,0
255,209,0
255,209,0
255,208,0
255,208,0
255,207,0
255,207,0
255,206,0
255,205,0
255,205,0
255,205,0
255,205,0
255,204,0
255,204,0
255,204,0
255,203,0
255,203,0
255,202,0
255,202,0
255,201,0
255,201,0
255,200,0
255,199,0
255,199,0
255,198,0
255,197,0
255,196,0
255,196,0
255,195,0
255,195,0
255,195,0
255,194,0
255,194,0
255,193,0
255,193,0
255,192,0
255,192,0
255,191,0
255,190,0
255,190,0
255,189,0
255,188,0
255,188,0
255,187,0
255,186,0
255,186,0
255,186,0
255,185,0
255,185,0
255,184,0
255,184,0
255,183,0
255,183,0
255,182,0
255,182,0
255,181,0
255,180,0
255,179,0
255,178,0
255,177,0
255,176,0
255,174,0
255,173,0
255,172,0
255,170,0
255,169,0
255,168,0
255,167,0
255,166,0
255,164,0
255,163,0
255,161,0
255,160,0
255,158,0
255,157,0
255,156,0
255,154,0
255,153,0
255,152,0
255,151,0
255,150,0
255,149,0
255,148,0
255,146,0
255,145,0
255,143,0
255,142,0
255,141,0
255,140,0
255,139,0
255,138,0
255,137,0
255,135,0
255,133,0
255,132,0
255,131,0
255,130,0
255,129,0
255,128,0
255,127,0
255,125,0
255,123,0
255,122,0
255,121,0
255,120,0
255,118,0
255,117,0
255,116,0
255,114,0
255,113,0
255,112,0
255,111,0
255,110,0
255,109,0
255,108,0
255,107,0
255,105,0
255,103,0
255,102,0
255,101,0
255,100,0
255,98,0
255,97,0
255,96,0
255,94,0
255,93,0
255,91,0
255,90,0
255,89,0
255,87,0
255,86,0
255,85,0
255,84,0
255,82,0
255,81,0
255,80,0
255,79,0
255,77,0
255,76,0
255,75,0
255,74,0
255,72,0
255,71,0
255,70,0
255,69,0
255,68,0
255,66,0
255,65,0
255,64,0
255,63,0
255,61,0
255,60,0
255,59,0
255,58,0
255,56,0
255,55,0
255,54,0
255,53,0
255,51,0
255,50,0
255,49,0
255,48,0
255,46,0
255,45,0
255,44,0
255,43,0
255,41,0
255,40,0
255,39,0
255,38,0
255,37,0
255,35,0
255,34,0
255,33,0
255,32,0
255,30,0
255,29,0
255,28,0
255,27,0
255,25,0
255,24,0
255,23,0
255,21,0
255,20,0
255,18,0
255,17,0
255,15,0
255,14,0
255,12,0
255,11,0
255,10,0
255,8,0
255,7,0
255,6,0
255,4,0
255,3,0
255,1,0
255,0,0
255,0,0
255,0,0
255,1,0
255,3,0
255,5,0
255,7,2
255,9,4
255,12,7
255,14,9
255,16,11
255,19,13
255,21,15
255,23,17
255,24,19
255,26,21
255,28,23
255,29,25
255,31,26
255,34,29
255,36,31
255,38,33
255,40,35
255,42,37
255,44,40
255,45,41
255,47,43
255,49,45
255,51,47
255,52,48
255,54,51
255,56,53
255,59,56
255,61,58
255,63,60
255,65,62
255,68,64
255,69,65
255,71,67
255,74,69
255,76,72
255,77,73
255,79,76
255,82,78
255,84,81
255,85,82
255,87,84
255,89,86
255,91,88
255,92,89
255,94,92
255,97,94
255,99,97
255,101,99
255,104,102
255,106,104
255,108,106
255,110,108
255,113,111
255,115,113
255,118,115
255,119,117
255,121,119
255,123,121
255,125,124
255,126,125
255,128,127
255,130,130
255,133,132
255,134,133
255,136,135
255,138,137
255,140,139
255,142,141
255,145,144
255,149,148
255,153,152
255,155,154
255,158,157
255,160,159
255,162,161
255,163,162
255,165,164
255,167,166
255,169,168
255,171,170
255,173,172
255,176,175
255,178,177
255,180,179
255,182,181
255,184,183
255,187,185
255,188,187
255,190,189
255,192,191
255,193,193
255,195,195
255,197,197
255,200,199
255,202,201
255,204,203
255,206,206
255,208,208
255,210,211
255,212,212
255,214,213
255,217,214
255,219,214
255,220,215
255,220,216
255,220,219
255,221,221
255,221,223
255,222,225
255,225,227
255,227,229
255,230,232
255,233,236
255,235,240
255,237,244
255,239,247
255,241,248
255,242,248
255,243,248
255,244,247
